Country,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Madagascar,479685,1108334,1328808,2938410,1243231,4034838,4092275,4442794.5,4793314,7567093,1697000,9163770,1790619,2761550,15776600,2451000,9847800
Malawi,,88000,273466,997465,378494,1830362,910000,2658400,5471985,2247834,1581233,9260615,1526500,314400,12389078,1462840,1426600
Mali,88800,193122,1206778,3428525,1210722,952989,2412000,2279600,1196450,3165650,6893919,1631900,5583041,1044300,7816500,10393950,1293500
Mauritania,50700,45500,40300,40000,30153,400000,2200,50000,29000,143000,83800,8649,615940,1121442,32000,526240,992696
Mozambique,200,523000,567000,1386233,2484777,2174325,3166571,2462276,3770523,4767998,7015526,2630290,7947449,11948110,1474550,10190810,11450252
Namibia,,116000,138160,494562,16500,134200,209662,27500,87906,33200,325353,221902,118451,15000,27649,101324.5,175000
Niger,47300,2538650,225100,207100,2467390,1113500,546900,462862,256800,469940,7206191,1555154,1573758,5689921,6595990,6498999,3942358
Nigeria,71400,262000,2147404,2724304,15310222,19813977,29908286,2555096,5452563,26355032,42973544,23794214,11240307,35498731,18686909,33403024,21734341
Rwanda,239306,460000,2061537,748116,43346,1212878,5154456,857557,3292517,3482733,1424510,1628688,6351301,35500,95100,6483000,1530371
Senegal,359000,186510,462000,1487810,1103037,4697823,2822749,1214650,3006598,1146758,6535785,6057654,2485526,2651600,7303902,3914900,1525000
"Sierra Leone",67830,95480,1546220,193230,638126,394145,3396582,2097925,799268,255405,3971225,355039,3363069,2672026,3879269.5,5086513,511025
Somalia,300,359600,346650,158000,415099,300000,269000,238000,1009104,525000,425689,896131,953900,429114,489418,2153542,28006
"South Africa",34100,125,62922.5,125720,22920,44885,22123,6000,20500,16500,12500,25333.3333,38166.6667,51000,26039.5,1079,
"Saint Thomas and Principe",,,84548,28114,24000,9000,30126,110260,92606.6667,74953.3333,57300,112117,14850,138800,15881,10165.5,4450
Sudan,109866,550031,613293,2094769,1509431,3921930,1435101,104900,5558866,2908700,4891018,3057628,5668521,4289000,3814930,10110197,5895370
"South Sudan",73244,366687,408862,1396512,1006288,5705850,2912550,119250,4381914,1796500,631750,2752091,6076026,2029243,1595207,3731400,2680955
Swaziland,,,10000,15000,20000,91725,91725,,,,,,,,,,
Tanzania,,214400,39200,193000,1021387,7578224,8993014,10672150,2300,1498551,961310,15742749,12538885,10480772,4649638,7403169,13131076
Togo,947500,58000,154700,123000,1618370,128802,220681,2771854,16600,472735,3982640,4419643.3333,4856646.6667,5293650,122164,1133070,5622710
Uganda,144000,420887,2438134,1603181,1870846,1633302,8257164,1105520,3118001,13242962,10509079,4364151,20984657,6210233,5785560,6832335,22839478
Zambia,205754,742800,806564,3226109,671119,1887904,4411998,3269575,373650,3851255,8461531,929616,1111786,9617736,2040108,1055716,7383962
Zanzibar,,,,,,,,,507000,50000,206161.6667,362323.3333,518485,552193.3333,585901.6667,619610,
Zimbabwe,1000,62500,288699,221461,246742,704346,1235345,1555213,1875081,700000,2028794,7000,1582000,473556,1281243,1215160,1291242
