Country,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Belarus,,,,,,,,,,,,,,,,,,,,4,4,3,4,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2
Belgium,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Belize,,,,,,,,,,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Benin,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,6,6,6,6,6,6,6,6,6,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Bhutan,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,4,4,4,4,4,5,5,5,5,5
Bolivia,3,3,2,2,2,2,3,5,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"Bosnia and Herzegovina",,,,,,,,,,,,,,,,,,,,,2,2,2,2,3,3,3,3,3,3,4,4,4,4,5,4,4,4,4,4,5,5,4,4,4,4
Botswana,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5
Brazil,3,3,4,4,4,4,4,4,4,4,4,5,5,5,6,6,6,6,6,6,6,5,6,6,6,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Brunei,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Bulgaria,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6
"Burkina Faso",5,5,2,2,3,3,6,6,2,2,2,2,1,1,1,1,1,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,4,4,4
"Burma (Myanmar)",1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3
Burundi,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,2,2,2,2,3,3,5,4,4,4,4,3,3,3,3,2,1,1,1
Cambodia,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,4,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Cameroon,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Canada,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
"Cape Verde",,,,3,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
"Central African Republic",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,5,5,5,5,5,5,5,5,3,3,1,2,3,3,3,3,3,3,3,3,1,1,1,1,1
Chad,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
Chile,7,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,4,6,6,6,6,6,6,6,6,5,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
China,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Colombia,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,6,6,6,5,4,4,4,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5
Comoros,,,,3,3,4,3,4,4,4,4,4,3,2,2,2,2,2,3,4,4,4,4,4,4,3,3,2,2,2,3,3,4,4,5,4,5,5,5,5,5,5,5,5,5,5
"Congo (Brazzaville)",1,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,5,5,4,4,4,1,1,2,2,3,2,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1
"Congo (Kinshasa)",1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,1,1
"Costa Rica",7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Croatia,,,,,,,,,,,,,,,,,,,,5,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7
Cuba,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Cyprus,6,6,4,4,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
"Czech Republic",,,,,,,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Czechoslovakia,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Djibouti,,,,,,5,5,5,5,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2
Dominica,,,,,,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
"Dominican Republic",5,5,4,4,4,4,6,6,6,7,7,7,7,7,7,7,7,7,6,6,6,5,4,4,5,5,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,5,5,5
"East Germany",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,1,1,1,1,2,2,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Egypt,2,2,2,2,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2
"El Salvador",6,6,6,6,5,4,3,3,3,4,4,4,5,6,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
"Equatorial Guinea",2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Eritrea,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Estonia,,,,,,,,,,,,,,,,,,,,6,5,5,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Ethiopia,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1
Fiji,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,3,2,2,2,4,4,4,4,4,4,4,6,2,4,4,4,4,4,2,2,2,2,2,2,2,2,5,5,5,5
Finland,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
France,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Gabon,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1
Gambia,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,6,6,6,7,6,1,1,1,1,1,1,1,3,4,4,4,3,3,3,3,3,3,2,2,2,2,1,2,4
Georgia,,,,,,,,,,,,,,,,,,,,2,4,3,3,4,4,5,5,5,4,4,4,4,5,5,5,4,4,4,4,4,5,5,5,5,5,5
Germany,,,,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Ghana,2,1,1,1,1,2,3,4,6,2,2,2,1,1,1,1,2,2,2,2,3,3,3,4,5,5,5,5,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7
Greece,2,1,6,6,6,6,6,6,7,7,7,7,7,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6
Grenada,,,6,6,6,6,6,3,2,2,2,1,3,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Guatemala,6,6,4,4,4,5,5,4,2,2,2,2,3,4,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,4,4,4,4,5,5,5,4,4,5,5,5,5,4,4,4
Guinea,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,3,3,3,3,3,3,3
"Guinea Bissau",,,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,4,4,4,2,4,5,4,4,4,4,4,4,2,2,3,3,3,3
Guyana,6,4,1,4,5,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,5,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6
Haiti,1,2,2,2,2,1,1,1,1,1,1,1,1,1,3,2,1,1,4,1,1,1,3,3,4,4,3,3,2,2,2,2,1,1,4,4,4,4,4,4,4,4,3,3,3,3
Honduras,1,2,2,2,2,2,2,2,4,6,6,5,6,6,6,6,6,6,6,6,6,5,5,5,5,6,6,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4
Hungary,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,5,5
Iceland,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
India,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Indonesia,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,1,1,1,1,1,2,4,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6
Iran,3,3,3,2,2,2,3,3,3,2,2,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Iraq,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,2,3,2,3,3,3
Ireland,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Israel,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Italy,7,7,7,7,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7
"Ivory Coast",2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,1,2,2,1,2,3,3,3,4,4,4
Jamaica,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Japan,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Jordan,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,3,3,4,5,4,4,4,4,4,4,4,4,3,2,3,3,3,3,3,3,2,2,2,2,2,2,2,3,3
Kazakhstan,,,,,,,,,,,,,,,,,,,,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
Kenya,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,4,3,2,1,1,2,2,2,2,2,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4
Kiribati,,,,,,,,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,4,5,5,5
Kuwait,4,4,4,4,2,2,2,2,2,4,4,4,4,4,2,2,2,2,1,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3
Kyrgyzstan,,,,,,,,,,,,,,,,,,,,3,4,3,4,4,4,4,3,3,2,2,2,2,2,3,3,3,3,2,3,3,3,3,3,3,3,3
Laos,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Latvia,,,,,,,,,,,,,,,,,,,,6,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,7,6
Lebanon,6,6,6,4,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2
Lesotho,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,5,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,5,5,5,6,6,6,5,5,5
Liberia,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,3,2,1,1,1,2,1,1,1,4,4,4,3,2,2,2,3,4,5,5,5,5,5,5,5,5,5,5,5,5
Libya,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,2,2,1,1
Liechtenstein,4,4,4,4,4,4.1875,4.375,4.5625,4.75,4.9375,5.125,5.3125,5.5,5.6875,5.875,6.0625,6.25,6.4375,6.625,6.8125,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6
Lithuania,,,,,,,,,,,,,,,,,,,,6,6,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7
Luxembourg,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
"Macedonia (F.Y.R.O.M.)",,,,,,,,,,,,,,,,,,,,,5,5,4,4,4,4,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4
Madagascar,3,3,3,3,2,3,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,6,6,6,6,6,6,6,6,6,5,5,5,5,4,4,4,2,2,2,2,3,4,5,5,5
Malawi,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,6,6,6,6,6,5,5,4,4,5,4,4,4,4,4,5,5,5,5,5,5,5,5,5
Malaysia,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Maldives,5,5,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,5,5,3,4,4,4,3,3
Mali,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,6,6,6,6,6,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,1,3,3,3,3,3
Malta,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
"Marshall Islands",,,,,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Mauritania,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,3,3,2,2,2,3,4,2,2,2,2,2,2,2,2,2,2
Mauritius,5,5,5,5,5,6,6,6,5,6,6,6,6,6,6,6,6,6,6,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Mexico,3,4,4,4,4,4,4,5,5,5,5,5,5,4,4,4,5,4,4,4,4,4,4,4,4,5,5,5,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5
Micronesia,,,,,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Moldova,,,,,,,,,,,,,,,,,,,,3,3,3,4,4,5,5,6,6,6,6,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5
Monaco,4,4,4,4,4,4.1176,4.2353,4.3529,4.4706,4.5882,4.7059,4.8235,4.9412,5.0588,5.1765,5.2941,5.4118,5.5294,5.6471,5.7647,5.8824,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5
Mongolia,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5
Morocco,3,3,3,3,3,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Mozambique,,,,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4
Namibia,2,2,2,2.1333,2.2667,2.4,2.5333,2.6667,2.8,2.9333,3.0667,3.2,3.3333,3.4667,3.6,3.7333,3.8667,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Nauru,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6
Nepal,2,2,2,2,2,2,2,3,5,5,5,5,5,5,5,5,5,4,4,6,6,5,5,5,5,5,5,5,5,5,4,3,3,2,3,3,4,4,4,4,4,4,5,5,5,5
Netherlands,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
"New Zealand",7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Nicaragua,4,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,5,5,4,4,4,4,5,5,6,5,5,5,5,5,5,5,5,5,4,4,4,3,3,4,4,4,3,3
Niger,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,3,5,5,5,1,1,1,3,4,4,4,4,5,5,5,5,5,3,3,5,5,5,5,5,4,4
Nigeria,2,2,2,2,2,3,3,6,6,6,6,6,1,1,1,2,3,2,3,3,3,1,1,1,1,1,2,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,5,5
"North Korea",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"North Vietnam",1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"North Yemen",4,3,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Oman,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Pakistan,5,5,5,3,4,2,2,2,1,1,1,1,1,4,4,4,5,5,4,4,4,5,5,5,4,4,4,1,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4
Palau,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Panama,1,1,1,1,1,2,3,3,4,3,3,3,4,2,2,3,2,1,4,4,4,5,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6
"Papua New Guinea",,,,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,5,4,4,5,5
Paraguay,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,4,5,5,5,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Peru,1,1,2,2,2,2,3,3,6,6,6,6,6,6,6,6,6,6,5,5,2,3,3,3,4,3,3,3,5,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Philippines,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,6,6,6,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,5,5,4,4,4,5,5,5,5,5,5,5,5
Poland,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,3,3,4,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Portugal,3,3,3,3,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Qatar,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
